Image_name,Class
D_1_0.jpg,Kanji
D_1_1.jpg,Kana
D_1_10.jpg,Kanji
D_1_11.jpg,Kana
D_1_12.jpg,Kanji
D_1_13.jpg,Kanji
D_1_14.jpg,Kana
D_1_15.jpg,Kana
D_1_16.jpg,Kanji
D_1_17.jpg,Kanji
D_1_18.jpg,Kana
D_1_19.jpg,Kanji
D_1_2.jpg,Kana
D_1_20.jpg,Kana
D_1_21.jpg,Kanji
D_1_22.jpg,Kanji
D_1_23.jpg,Kanji
D_1_24.jpg,Kana
D_1_25.jpg,Kanji
D_1_26.jpg,Kana
D_1_27.jpg,Kanji
D_1_28.jpg,Kana
D_1_29.jpg,Kanji
D_1_3.jpg,Kana
D_1_30.jpg,Kanji
D_1_31.jpg,Kanji
D_1_32.jpg,Kanji
D_1_33.jpg,Kanji
D_1_34.jpg,Kanji
D_1_35.jpg,Kana
D_1_36.jpg,Kanji
D_1_37.jpg,Kanji
D_1_38.jpg,Kanji
D_1_39.jpg,Kanji
D_1_4.jpg,Kana
D_1_40.jpg,Kana
D_1_41.jpg,Kanji
D_1_42.jpg,Kanji
D_1_43.jpg,Kanji
D_1_5.jpg,Kana
D_1_6.jpg,Kanji
D_1_7.jpg,Kana
D_1_8.jpg,Kanji
D_1_9.jpg,Kanji
D_2_0.jpg,Kanji
D_2_1.jpg,Kana
D_2_10.jpg,Kanji
D_2_11.jpg,Kanji
D_2_12.jpg,Kanji
D_2_13.jpg,Kana
D_2_14.jpg,Kana
D_2_15.jpg,Kanji
D_2_16.jpg,Kanji
D_2_17.jpg,Kanji
D_2_18.jpg,Kanji
D_2_19.jpg,Kanji
D_2_2.jpg,Kanji
D_2_20.jpg,Kana
D_2_21.jpg,Kanji
D_2_22.jpg,Kana
D_2_23.jpg,Kana
D_2_24.jpg,Kana
D_2_25.jpg,Kanji
D_2_26.jpg,Kana
D_2_27.jpg,Kanji
D_2_28.jpg,Kanji
D_2_29.jpg,Kanji
D_2_3.jpg,Kana
D_2_30.jpg,Kanji
D_2_31.jpg,Kana
D_2_32.jpg,Kana
D_2_33.jpg,Kanji
D_2_34.jpg,Kanji
D_2_35.jpg,Kanji
D_2_36.jpg,Kana
D_2_37.jpg,Kanji
D_2_38.jpg,Kanji
D_2_39.jpg,Kana
D_2_4.jpg,Kana
D_2_40.jpg,Kanji
D_2_41.jpg,Kanji
D_2_42.jpg,Kanji
D_2_43.jpg,Kanji
D_2_44.jpg,Kana
D_2_45.jpg,Kanji
D_2_46.jpg,Kana
D_2_47.jpg,Kanji
D_2_48.jpg,Kanji
D_2_49.jpg,Kanji
D_2_5.jpg,Kana
D_2_50.jpg,Kana
D_2_51.jpg,Kanji
D_2_52.jpg,Kanji
D_2_53.jpg,Kanji
D_2_54.jpg,Kanji
D_2_55.jpg,Kanji
D_2_56.jpg,Kana
D_2_57.jpg,Kana
D_2_58.jpg,Kana
D_2_59.jpg,Kanji
D_2_6.jpg,Kana
D_2_60.jpg,Kanji
D_2_61.jpg,Kana
D_2_62.jpg,Kana
D_2_63.jpg,Kanji
D_2_64.jpg,Kanji
D_2_7.jpg,Kana
D_2_8.jpg,Kanji
D_2_9.jpg,Kanji
D_3_0.jpg,Kana
D_3_1.jpg,Kana
D_3_10.jpg,Kana
D_3_11.jpg,Kanji
D_3_12.jpg,Kanji
D_3_13.jpg,Kanji
D_3_14.jpg,Kana
D_3_15.jpg,Kanji
D_3_16.jpg,Kanji
D_3_17.jpg,Kana
D_3_18.jpg,Kanji
D_3_19.jpg,Kanji
D_3_2.jpg,Kana
D_3_20.jpg,Kanji
D_3_21.jpg,Kana
D_3_22.jpg,Kana
D_3_23.jpg,Kanji
D_3_24.jpg,Kana
D_3_25.jpg,Kanji
D_3_26.jpg,Kanji
D_3_27.jpg,Kanji
D_3_28.jpg,Kanji
D_3_29.jpg,Kanji
D_3_3.jpg,Kanji
D_3_30.jpg,Kanji
D_3_31.jpg,Kanji
D_3_32.jpg,Kanji
D_3_33.jpg,Kanji
D_3_34.jpg,Kanji
D_3_35.jpg,Kana
D_3_36.jpg,Kanji
D_3_37.jpg,Kana
D_3_38.jpg,Kanji
D_3_39.jpg,Kana
D_3_4.jpg,Kana
D_3_40.jpg,Kanji
D_3_41.jpg,Kanji
D_3_42.jpg,Kanji
D_3_43.jpg,Kana
D_3_44.jpg,Kanji
D_3_45.jpg,Kanji
D_3_46.jpg,Kanji
D_3_47.jpg,Kanji
D_3_48.jpg,Kanji
D_3_49.jpg,Kanji
D_3_5.jpg,Kana
D_3_50.jpg,Kanji
